Customers.id,Customers.create_date,Customers.last_modified,Customers.customer_type
217,1404242602,1437762781,0.0
112,1397418569,1437763363,0.0
113,1397683925,1437764358,0.0
114,1398011503,1437762964,0.0
115,1398357513,1437763350,0.0
116,1398693222,1437763478,0.0
117,1398778973,1437763359,0.0
118,1398779179,1437763591,0.0
120,1399038293,1437763551,0.0
121,1399038483,1437763658,0.0
122,1399251278,1437764217,0.0
123,1399310591,1437763098,0.0
124,1399319991,1437764346,0.0
125,1399474758,1437763218,0.0
128,1399825022,1437763415,0.0
129,1399825178,1437764253,0.0
130,1399900634,1437762813,0.0
131,1399900818,1437763674,0.0
132,1399911387,1437762788,0.0
133,1399926838,1437763606,0.0
134,1399929511,1437763190,0.0
135,1400000522,1437763578,0.0
136,1400013864,1437763252,0.0
137,1400073990,1437762994,0.0
137,1400073990,1437762994,0.0
137,1400073990,1437762994,0.0
143,1400082233,1437764400,0.0
143,1400082233,1437764400,0.0
144,1400086891,1437763342,0.0
145,1400096044,1437763636,0.0
147,1400164746,1437763420,0.0
148,1400166600,1437764381,0.0
149,1400253137,1437762632,0.0
150,1400428422,1437763484,0.0
151,1400520474,1437763697,0.0
152,1400599282,1437762801,0.0
153,1400701251,1437763174,0.0
154,1400726873,1437763670,0.0
155,1400733958,1437763481,0.0
155,1400733958,1437763481,0.0
155,1400733958,1437763481,0.0
156,1400735433,1437763402,0.0
157,1400778934,1437762767,0.0
159,1400850578,1437763602,0.0
160,1401054653,1437763538,0.0
161,1401054857,1437763566,0.0
162,1401054973,1437763320,0.0
163,1401055083,1437763561,0.0
164,1401055234,1437763455,0.0
166,1401123482,1437763334,0.0
167,1401281372,1437764210,0.0
168,1401393140,1437763469,0.0
169,1401470254,1437763373,0.0
170,1401473948,1437763279,0.0
171,1401485407,1437763329,0.0
172,1401638724,1437763114,0.0
173,1401638836,1437763012,0.0
173,1401638836,1437763012,0.0
174,1401638956,1437763587,0.0
175,1401639242,1437763194,0.0
176,1401714945,1437763054,0.0
177,1401723401,1437763106,0.0
179,1402098682,1437763460,0.0
181,1402274792,1437763108,0.0
182,1402316684,1437763570,0.0
183,1402316774,1437762617,0.0
184,1402316900,1437762744,0.0
185,1402317024,1437763075,0.0
185,1402317024,1437763075,0.0
186,1402317138,1437763557,0.0
187,1402317281,1437763465,0.0
188,1402354459,1437762840,0.0
190,1402420249,1437762917,0.0
192,1402452217,1437762950,0.0
193,1402595511,1437762837,0.0
194,1402605053,1437763285,0.0
195,1402620613,1437763677,0.0
196,1402897378,1437763704,0.0
197,1402898263,1437763343,0.0
198,1402928001,1437763664,0.0
199,1402929268,1437763705,0.0
200,1402937290,1437763496,0.0
201,1403013910,1437762966,0.0
202,1403028695,1437764368,0.0
203,1403121059,1437762891,0.0
204,1403201451,1437763473,0.0
204,1403201451,1437763473,0.0
204,1403201451,1437763473,0.0
204,1403201451,1437763473,0.0
205,1403281175,1437762726,0.0
206,1403284880,1437762930,0.0
207,1403541729,1437763352,0.0
208,1403794757,1437764401,0.0
209,1403798205,1437763652,0.0
210,1403817643,1437763417,0.0
212,1403989672,1437763038,0.0
212,1403989672,1437763038,0.0
212,1403989672,1437763038,0.0
213,1404022705,1437763051,0.0
213,1404022705,1437763051,0.0
213,1404022705,1437763051,0.0
213,1404022705,1437763051,0.0
213,1404022705,1437763051,0.0
213,1404022705,1437763051,0.0
213,1404022705,1437763051,0.0
213,1404022705,1437763051,0.0
213,1404022705,1437763051,0.0
214,1404055094,1437763667,0.0
215,1404108121,1437762957,0.0
216,1404138271,1437763317,0.0
222,1404753611,1437764333,0.0
218,1404307840,1437763440,0.0
218,1404307840,1437763440,0.0
219,1404364220,1437763178,0.0
220,1404413304,1437762940,0.0
221,1404477750,1437762784,0.0
223,1404829680,1437764241,0.0
224,1404830441,1437763595,0.0
225,1404830565,1437762690,0.0
226,1404847725,1437763654,0.0
228,1404916828,1437762825,0.0
234,1405634541,1437763533,0.0
229,1404998940,1437763627,0.0
229,1404998940,1437763627,0.0
230,1405001216,1437763034,0.0
231,1405083831,1437762748,0.0
232,1405090002,1437763081,0.0
233,1405346577,1437762624,0.0
236,1405801030,1437762906,0.0
238,1405953659,1437763431,0.0
239,1405957975,1437764289,0.0
240,1405965973,1437763001,0.0
242,1405975981,1437559400,0.0
242,1405975981,1437559400,0.0
242,1405975981,1437559400,0.0
242,1405975981,1437559400,0.0
242,1405975981,1437559400,0.0
242,1405975981,1437559400,0.0
242,1405975981,1437559400,0.0
242,1405975981,1437559400,0.0
242,1405975981,1437559400,0.0
243,1406048891,1437763272,0.0
244,1406057412,1437763459,0.0
245,1406062146,1437763620,0.0
246,1406073612,1437763365,0.0
247,1406138205,1437763530,0.0
247,1406138205,1437763530,0.0
247,1406138205,1437763530,0.0
247,1406138205,1437763530,0.0
248,1406140854,1437763522,0.0
249,1406207063,1437763297,0.0
250,1406215778,1437763131,0.0
251,1406216479,1437762735,0.0
252,1406232854,1437764361,0.0
252,1406232854,1437764361,0.0
253,1406297274,1437763367,0.0
254,1406402557,1437763581,0.0
255,1406477942,1437763005,0.0
256,1406478128,1437763339,0.0
257,1406556808,1437764313,0.0
258,1406569522,1437762647,0.0
260,1406581818,1437764244,0.0
260,1406581818,1437764244,0.0
261,1406613677,1437762683,0.0
262,1406665677,1437762839,0.0
263,1406729691,1437762665,0.0
264,1406745266,1437762937,0.0
266,1406906789,1437763167,0.0
267,1406910449,1437762659,0.0
268,1406917566,1437764328,0.0
269,1406950057,1437763688,0.0
270,1407008644,1437763203,0.0
272,1407323211,1437763366,0.0
273,1407334050,1437763663,0.0
274,1407372045,1437762944,0.0
275,1407769460,1437764226,0.0
276,1407771804,1437762981,0.0
276,1407771804,1437762981,0.0
277,1407985145,1437763035,0.0
279,1408017502,1437763030,0.0
281,1408050807,1437763488,0.0
282,1408075914,1437764298,0.0
283,1408145163,1437763434,0.0
284,1408299716,1437764390,0.0
286,1408373232,1437762725,0.0
287,1408377961,1437764292,0.0
287,1408377961,1437764292,0.0
288,1408380927,1437763025,0.0
289,1408549418,1437762734,0.0
290,1408554009,1437763584,0.0
291,1408571650,1437763073,0.0
292,1408650851,1437763544,0.0
293,1408892888,1437763220,0.0
294,1408892983,1437762899,0.0
294,1408892983,1437762899,0.0
294,1408892983,1437762899,0.0
294,1408892983,1437762899,0.0
295,1408893152,1437762864,0.0
296,1408911010,1437763517,0.0
296,1408911010,1437763517,0.0
296,1408911010,1437763517,0.0
297,1408975033,1437763151,0.0
298,1408981523,1437764385,0.0
298,1408981523,1437764385,0.0
299,1408990079,1437763003,0.0
300,1408991860,1437763193,0.0
301,1408998658,1437763148,0.0
302,1409071936,1437764344,0.0
303,1409073897,1437762706,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
304,1409081056,1437763215,0.0
305,1409086504,1437763144,0.0
306,1409162533,1437559378,0.0
306,1409162533,1437559378,0.0
306,1409162533,1437559378,0.0
306,1409162533,1437559378,0.0
306,1409162533,1437559378,0.0
306,1409162533,1437559378,0.0
306,1409162533,1437559378,0.0
307,1409166610,1437763692,0.0
307,1409166610,1437763692,0.0
308,1409167816,1437763086,0.0
309,1409171240,1437763198,0.0
310,1409248640,1437763134,0.0
311,1409320953,1437764403,0.0
312,1409424107,1437763289,0.0
312,1409424107,1437763289,0.0
312,1409424107,1437763289,0.0
313,1409487736,1437762783,0.0
314,1409504384,1437763208,0.0
315,1409577989,1437762977,0.0
316,1409662121,1437763018,0.0
317,1409664343,1437762700,0.0
319,1409767498,1437762925,0.0
321,1409773499,1437762892,0.0
323,1409859938,1437762752,0.0
324,1409933056,1437763640,0.0
325,1410106917,1437763607,0.0
326,1410107008,1437763330,0.0
328,1410358486,1437764254,0.0
329,1410367179,1437763006,0.0
330,1410417763,1437764250,0.0
330,1410417763,1437764250,0.0
331,1410468796,1437763305,0.0
332,1410537192,1437762766,0.0
333,1410548833,1437763116,0.0
333,1410548833,1437763116,0.0
333,1410548833,1437763116,0.0
333,1410548833,1437763116,0.0
333,1410548833,1437763116,0.0
333,1410548833,1437763116,0.0
334,1410552927,1437763683,0.0
337,1410788314,1437764395,0.0
338,1410788404,1437762630,0.0
339,1410788602,1437762654,0.0
340,1410788747,1437763243,0.0
342,1410877321,1437762620,0.0
343,1410882902,1437763149,0.0
344,1410930203,1437762771,0.0
345,1411008939,1437763393,0.0
345,1411008939,1437763393,0.0
345,1411008939,1437763393,0.0
346,1411049453,1437763029,0.0
347,1411049698,1437764264,0.0
348,1411067820,1437762711,0.0
349,1411394081,1437764305,0.0
350,1411405906,1437762626,0.0
351,1411414000,1437763257,0.0
353,1411479819,1437763675,0.0
355,1411922505,1437763060,0.0
356,1411922645,1437763384,0.0
357,1411922748,1437762627,0.0
358,1411922861,1437763520,0.0
359,1411923112,1437763091,0.0
360,1411923213,1437763192,0.0
361,1411923327,1437763499,0.0
362,1411923434,1437763047,0.0
363,1411963016,1437763411,0.0
364,1411996576,1437764232,0.0
365,1411996785,1437762836,0.0
366,1412034494,1437762868,0.0
367,1412104443,1437764213,0.0
367,1412104443,1437764213,0.0
368,1412183514,1437763284,0.0
369,1412187493,1437763615,0.0
370,1412188157,1437762972,0.0
371,1412245975,1437762867,0.0
372,1412283688,1437764438,0.0
372,1412283688,1437764438,0.0
372,1412283688,1437764438,0.0
373,1412319913,1437762948,0.0
373,1412319913,1437762948,0.0
374,1412538676,1437763605,0.0
375,1412539178,1437762970,0.0
376,1412539311,1437764406,0.0
377,1412603795,1437764233,0.0
378,1412605384,1437764259,0.0
379,1412610420,1437762736,0.0
379,1412610420,1437762736,0.0
382,1412628949,1437763682,0.0
383,1412629408,1437763231,0.0
384,1412631069,1437763280,0.0
385,1412689682,1437764260,0.0
386,1413882068,1437763063,0.0
387,1413904444,1437763349,0.0
388,1413984421,1437764337,0.0
390,1414003523,1437764404,0.0
391,1414005454,1437762849,0.0
392,1414026521,1437764278,0.0
393,1414073443,1437762821,0.0
394,1414098345,1437763653,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
396,1414337958,1437559492,0.0
397,1414419622,1437763666,0.0
398,1414422038,1437764366,0.0
398,1414422038,1437764366,0.0
399,1414423781,1437763449,0.0
400,1414429423,1437763240,0.0
401,1414436857,1437762920,0.0
402,1414447917,1437764379,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
403,1414590002,1437559989,0.0
404,1414595202,1437762658,0.0
405,1414603114,1437762831,0.0
406,1414862985,1437763124,0.0
407,1414864290,1437762692,0.0
408,1414891531,1437762854,0.0
409,1414943803,1437762664,0.0
411,1415062194,1437763575,0.0
412,1415062219,1437560373,0.0
412,1415062219,1437560373,0.0
412,1415062219,1437560373,0.0
412,1415062219,1437560373,0.0
412,1415062219,1437560373,0.0
412,1415062219,1437560373,0.0
412,1415062219,1437560373,0.0
412,1415062219,1437560373,0.0
412,1415062219,1437560373,0.0
413,1415102863,1437763589,0.0
414,1415121157,1437763157,0.0
415,1415134176,1437763014,0.0
416,1415137626,1437762923,0.0
417,1415207733,1437763245,0.0
417,1415207733,1437763245,0.0
418,1415227592,1437762866,0.0
418,1415227592,1437762866,0.0
419,1415231686,1437559519,0.0
419,1415231686,1437559519,0.0
420,1415297506,1437762993,0.0
421,1415304196,1437762961,0.0
422,1415333378,1437764290,0.0
426,1415392759,1437763643,0.0
427,1415459656,1437763521,0.0
428,1415525946,1437560670,0.0
428,1415525946,1437560670,0.0
428,1415525946,1437560670,0.0
428,1415525946,1437560670,0.0
428,1415525946,1437560670,0.0
430,1415552292,1437762670,0.0
432,1415637784,1437762656,0.0
433,1415752576,1437763386,0.0
434,1415805068,1437762857,0.0
435,1415806584,1437762772,0.0
436,1415807258,1437763410,0.0
436,1415807258,1437763410,0.0
438,1415831702,1437762918,0.0
440,1415917401,1437762778,0.0
441,1415923471,1437763491,0.0
442,1415977073,1437763346,0.0
442,1415977073,1437763346,0.0
443,1415979031,1437763261,0.0
444,1415982627,1437763070,0.0
445,1415985115,1437762815,0.0
446,1416041599,1437763185,0.0
447,1416161159,1437762622,0.0
448,1416235758,1437762618,0.0
449,1416255148,1437763597,0.0
450,1416331129,1437763475,0.0
450,1416331129,1437763475,0.0
451,1416334632,1437763093,0.0
451,1416334632,1437763093,0.0
451,1416334632,1437763093,0.0
451,1416334632,1437763093,0.0
451,1416334632,1437763093,0.0
451,1416334632,1437763093,0.0
452,1416341250,1437762934,0.0
453,1416355185,1437763172,0.0
453,1416355185,1437763172,0.0
453,1416355185,1437763172,0.0
453,1416355185,1437763172,0.0
454,1416408483,1437764369,0.0
455,1416408952,1437762858,0.0
457,1416432970,1437763199,0.0
458,1416509992,1437762983,0.0
459,1416519356,1437762829,0.0
461,1416612577,1437763413,0.0
462,1416692047,1437764340,0.0
462,1416692047,1437764340,0.0
463,1416761628,1437763477,0.0
464,1416761710,1437763249,0.0
465,1416791889,1437762714,0.0
466,1416814313,1437762842,0.0
467,1416844151,1437763150,0.0
467,1416844151,1437763150,0.0
468,1416847787,1437763370,0.0
469,1416867635,1437762895,0.0
470,1416926410,1437763408,0.0
471,1416932291,1437764248,0.0
471,1416932291,1437764248,0.0
472,1416940618,1437763430,0.0
474,1417023245,1437764271,0.0
475,1417063918,1437762896,0.0
476,1417372295,1437763159,0.0
476,1417372295,1437763159,0.0
477,1417382511,1437763009,0.0
478,1417451224,1437763576,0.0
479,1417451395,1437762644,0.0
480,1417453953,1437763327,0.0
481,1417462705,1437764427,0.0
482,1417462922,1437763213,0.0
483,1417466747,1437763426,0.0
484,1417468999,1437763508,0.0
485,1417486505,1437763526,0.0
486,1417536036,1437763355,0.0
488,1417616240,1437762686,0.0
489,1417623024,1437762884,0.0
490,1417637398,1437762927,0.0
491,1417638185,1437762741,0.0
491,1417638185,1437762741,0.0
493,1417712110,1437762699,0.0
494,1417714119,1437763485,0.0
495,1417715125,1437762848,0.0
496,1417800166,1437763694,0.0
497,1417823959,1437764350,0.0
498,1417899873,1437763017,0.0
499,1417974982,1437762704,0.0
501,1418059116,1437763233,0.0
502,1418059243,1437763037,0.0
502,1418059243,1437763037,0.0
503,1418059470,1437762921,0.0
503,1418059470,1437762921,0.0
503,1418059470,1437762921,0.0
504,1418059603,1437762755,0.0
505,1418101708,1437764343,0.0
506,1418149394,1437763027,0.0
507,1418161922,1437763170,0.0
508,1418184957,1437763079,0.0
509,1418240686,1437763547,0.0
510,1418248511,1437764326,0.0
511,1418317494,1437763389,0.0
512,1418319261,1437763068,0.0
513,1418342309,1437764396,0.0
514,1418342419,1437762924,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
515,1418360699,1437559310,0.0
516,1418389646,1437764345,0.0
517,1418396085,1437763135,0.0
520,1418416286,1437763364,0.0
520,1418416286,1437763364,0.0
520,1418416286,1437763364,0.0
520,1418416286,1437763364,0.0
522,1418463571,1437559858,0.0
522,1418463571,1437559858,0.0
523,1418483443,1437763622,0.0
527,1418660795,1437763378,0.0
528,1418660899,1437762782,0.0
529,1418661736,1437762949,0.0
530,1418665558,1437764411,0.0
531,1418710426,1437762947,0.0
531,1418710426,1437762947,0.0
532,1418745899,1437763028,0.0
533,1418759261,1437762810,0.0
534,1418787155,1437763153,0.0
535,1418848435,1437763097,0.0
536,1418863048,1437762830,0.0
537,1418866764,1437763238,0.0
538,1418930608,1437763171,0.0
539,1418930849,1437764311,0.0
539,1418930849,1437764311,0.0
539,1418930849,1437764311,0.0
539,1418930849,1437764311,0.0
539,1418930849,1437764311,0.0
543,1419210545,1437763020,0.0
544,1419229710,1437763639,0.0
546,1419291151,1437762933,0.0
548,1419340003,1437763200,0.0
550,1419357518,1437763293,0.0
550,1419357518,1437763293,0.0
550,1419357518,1437763293,0.0
550,1419357518,1437763293,0.0
551,1419455091,1437762863,0.0
552,1419501512,1437763088,0.0
552,1419501512,1437763088,0.0
553,1419609360,1437763649,0.0
554,1419614412,1437762855,0.0
554,1419614412,1437762855,0.0
556,1419633204,1437763011,0.0
558,1419645448,1437764349,0.0
559,1419684934,1437764320,0.0
560,1419685967,1437762650,0.0
560,1419685967,1437762650,0.0
561,1419773838,1437763044,0.0
562,1419781056,1437762976,0.0
562,1419781056,1437762976,0.0
564,1419789385,1437762769,0.0
565,1419808256,1437762677,0.0
566,1419851558,1437763568,0.0
568,1419890535,1437762819,0.0
569,1419959413,1437764386,0.0
571,1419973852,1437763269,0.0
572,1419980266,1437763008,0.0
573,1420004236,1437762742,0.0
574,1420056667,1437763398,0.0
575,1420211938,1437762621,0.0
576,1420419506,1437763176,0.0
577,1420497878,1437764287,0.0
578,1420577811,1437764258,0.0
579,1420579609,1437763109,0.0
580,1420589835,1437762931,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
581,1420590655,1437560683,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
583,1420742554,1437560962,0.0
584,1420751695,1437764423,0.0
585,1420810257,1437764415,0.0
585,1420810257,1437764415,0.0
585,1420810257,1437764415,0.0
586,1420813693,1437762721,0.0
587,1420830914,1437762722,0.0
589,1420914002,1437763340,0.0
591,1421010689,1437763115,0.0
591,1421010689,1437763115,0.0
592,1421087008,1437763250,0.0
593,1421088140,1437764384,0.0
593,1421088140,1437764384,0.0
594,1421091849,1437762907,0.0
594,1421091849,1437762907,0.0
595,1421121550,1437763163,0.0
596,1421160951,1437764360,0.0
598,1421166273,1437762998,0.0
599,1421167221,1437763490,0.0
600,1421172239,1437763026,0.0
601,1421183744,1437764221,0.0
601,1421183744,1437764221,0.0
601,1421183744,1437764221,0.0
602,1421187763,1437763637,0.0
603,1421251258,1437763545,0.0
605,1421254284,1437763049,0.0
606,1421292910,1437763514,0.0
606,1421292910,1437763514,0.0
606,1421292910,1437763514,0.0
606,1421292910,1437763514,0.0
607,1421325224,1437764262,0.0
607,1421325224,1437764262,0.0
609,1421337873,1437763141,0.0
610,1421337939,1437763107,0.0
611,1421338013,1437763516,0.0
612,1421338495,1437763067,0.0
613,1421340635,1437762648,0.0
613,1421340635,1437762648,0.0
614,1421341168,1437763427,0.0
617,1421390210,1437764375,0.0
618,1421426324,1437763562,0.0
620,1421464115,1437763059,0.0
621,1421530935,1437762838,0.0
622,1421553239,1437762639,0.0
624,1421611001,1437762667,0.0
624,1421611001,1437762667,0.0
625,1421623571,1437763678,0.0
627,1421717673,1437764266,0.0
627,1421717673,1437764266,0.0
629,1421818924,1437762897,0.0
629,1421818924,1437762897,0.0
630,1421855086,1437560252,0.0
630,1421855086,1437560252,0.0
630,1421855086,1437560252,0.0
630,1421855086,1437560252,0.0
630,1421855086,1437560252,0.0
631,1421866019,1437762834,0.0
632,1421866425,1437763381,0.0
633,1421868308,1437763177,0.0
634,1421873239,1437763361,0.0
635,1421876663,1437762730,0.0
636,1421919006,1437763574,0.0
637,1421990812,1437762988,0.0
639,1422033175,1437764234,0.0
640,1422202992,1437763138,0.0
641,1422233823,1437763621,0.0
642,1422252152,1437762629,0.0
649,1422288425,1437764441,0.0
650,1422303981,1437764229,0.0
651,1422310495,1437762999,0.0
654,1422392764,1437762835,0.0
655,1422398523,1437763273,0.0
657,1422462542,1437763303,0.0
658,1422484936,1437762876,0.0
659,1422501389,1437763611,0.0
660,1422528119,1437764228,0.0
661,1422565944,1437762818,0.0
663,1422726539,1437763357,0.0
663,1422726539,1437763357,0.0
665,1422749323,1437763596,0.0
667,1422825694,1437763347,0.0
669,1422914185,1437764270,0.0
670,1422914460,1437762638,0.0
671,1422919210,1437763450,0.0
672,1422967919,1437763270,0.0
673,1422980381,1437763136,0.0
674,1422991959,1437762910,0.0
675,1423010696,1437763495,0.0
676,1423067318,1437763625,0.0
677,1423075072,1437762661,0.0
678,1423076000,1437762856,0.0
679,1423076184,1437762984,0.0
680,1423078767,1437763701,0.0
682,1423087734,1437762800,0.0
684,1423166302,1437763632,0.0
684,1423166302,1437763632,0.0
686,1423171471,1437762682,0.0
687,1423237546,1437763254,0.0
689,1423252067,1437762811,0.0
690,1423327359,1437762799,0.0
691,1423343687,1437763335,0.0
692,1423359936,1437763325,0.0
693,1423411748,1437763313,0.0
694,1423494795,1437763043,0.0
695,1423495397,1437559202,0.0
695,1423495397,1437559202,0.0
695,1423495397,1437559202,0.0
695,1423495397,1437559202,0.0
695,1423495397,1437559202,0.0
695,1423495397,1437559202,0.0
696,1423495512,1437764227,0.0
697,1423495688,1437763321,0.0
698,1423508506,1437763260,0.0
699,1423513954,1437560857,0.0
699,1423513954,1437560857,0.0
699,1423513954,1437560857,0.0
699,1423513954,1437560857,0.0
699,1423513954,1437560857,0.0
700,1423517092,1437764302,0.0
701,1423589295,1437763380,0.0
702,1423603453,1437763210,0.0
702,1423603453,1437763210,0.0
702,1423603453,1437763210,0.0
702,1423603453,1437763210,0.0
703,1423607628,1437763471,0.0
704,1423608494,1437763369,0.0
705,1423610857,1437764275,0.0
707,1423690597,1437762749,0.0
708,1423748759,1437764359,0.0
709,1423770016,1437763331,0.0
710,1423771796,1437764299,0.0
713,1423835873,1437763155,0.0
715,1423847315,1437764296,0.0
717,1424010263,1437763196,0.0
719,1424099564,1437762808,0.0
720,1424099721,1437762770,0.0
721,1424100691,1437763647,0.0
724,1424204348,1437763650,0.0
