Orders.id,Orders.subtotal,Orders.tax,Orders.shipping,Orders.total,Orders.shipping_method,Orders.payment_status,Orders.payment_date,Orders.payment_type,Orders.payment_amount,Orders.status,Orders.customer_type
135,170.34,0.0,9.95,170.34,2,3.0,1392392628.0,2,170.34,1,0.0
136,33.21,0.0,9.95,43.2,2,3.0,1392394110.0,0,43.2,1,0.0
142,4.88,0.8,9.95,14.83,2,3.0,1392485041.0,2,14.83,1,0.0
159,17.22,0.8,9.95,27.17,2,3.0,1393012190.0,2,27.17,1,0.0
164,106.18,0.8,9.95,116.13,2,3.0,1393252855.0,2,116.13,1,0.0
169,19.0,0.8,9.95,28.95,2,3.0,1393370004.0,2,28.95,1,0.0
171,154.7,0.8,9.95,154.7,2,3.0,1393524074.0,2,154.7,1,0.0
172,92.96,0.8,9.95,102.91,2,3.0,1393537219.0,2,102.91,1,0.0
172,92.96,0.8,9.95,102.91,2,3.0,1393537219.0,2,102.91,1,0.0
181,22.14,0.8,9.95,32.09,2,3.0,1393681034.0,2,32.09,1,0.0
185,39.19,0.8,9.95,49.14,2,3.0,1393711945.0,2,49.14,1,0.0
190,30.0,0.0,9.95,39.95,1,3.0,1393862497.0,2,39.95,3,0.0
194,39.34,0.0,9.95,49.29,1,3.0,1393966773.0,2,49.29,3,0.0
200,43.57,0.0,9.95,53.52,1,3.0,1393979335.0,2,53.52,3,0.0
208,83.14,0.0,9.95,88.93,1,3.0,1394124464.0,2,88.93,3,0.0
208,83.14,0.0,9.95,88.93,1,3.0,1394124464.0,2,88.93,3,0.0
251,145.34,0.0,9.95,148.02,1,3.0,1394743099.0,2,148.02,3,0.0
251,145.34,0.0,9.95,148.02,1,3.0,1394743099.0,2,148.02,3,0.0
282,52.8,0.0,9.95,62.75,1,3.0,1395069663.0,2,62.75,3,0.0
282,52.8,0.0,9.95,62.75,1,3.0,1395069663.0,2,62.75,3,0.0
452,319.52,0.0,9.95,329.47,1,3.0,1398284159.0,2,329.47,3,0.0
452,319.52,0.0,9.95,329.47,1,3.0,1398284159.0,2,329.47,3,0.0
197,4.88,0.0,9.95,14.83,2,3.0,1393970071.0,2,14.83,12,0.0
276,92.8,0.0,9.95,102.75,2,3.0,1395000216.0,2,102.75,1,0.0
212,109.03,0.8,9.95,118.98,1,3.0,1394146317.0,0,118.98,1,0.0
219,53.72,0.8,9.95,63.67,1,3.0,1394243666.0,0,63.67,1,0.0
230,160.35,0.8,9.95,170.3,2,3.0,1394432247.0,2,170.3,1,0.0
230,160.35,0.8,9.95,170.3,2,3.0,1394432247.0,2,170.3,1,0.0
392,233.89,0.8,9.95,243.84,1,3.0,1396530695.0,0,243.84,1,0.0
392,233.89,0.8,9.95,243.84,1,3.0,1396530695.0,0,243.84,1,0.0
1682,431.55,0.0,0.0,431.55,2,3.0,1410581658.0,2,431.55,1,0.0
1682,431.55,0.0,0.0,431.55,2,3.0,1410581658.0,2,431.55,1,0.0
4612,280.8,0.0,0.0,280.8,2,3.0,1434965766.0,2,280.8,1,0.0
234,203.34,0.8,9.95,213.29,1,3.0,1394496552.0,0,213.29,1,0.0
248,119.7,10.63,9.95,140.28,2,3.0,1394716772.0,2,140.28,1,0.0
258,27.41,0.0,0.0,27.41,0,3.0,1394833015.0,2,27.41,1,0.0
260,92.82,0.0,9.95,102.77,2,3.0,1394836316.0,2,102.77,1,0.0
281,37.38,0.0,9.95,47.33,2,3.0,1395059294.0,2,47.33,1,0.0
285,30.0,0.0,9.95,39.95,1,3.0,1395079814.0,2,39.95,3,0.0
296,68.89,0.0,0.0,68.89,0,3.0,1395179099.0,2,68.89,1,0.0
311,200.06,0.0,9.95,210.01,2,3.0,1395414601.0,2,210.01,1,0.0
313,52.15,0.8,9.95,59.49,2,3.0,1395418386.0,2,59.49,1,0.0
329,268.75,0.8,9.95,265.26,2,3.0,1395756283.0,2,265.26,1,0.0
317,34.71,0.0,9.95,44.66,2,3.0,1395452521.0,2,44.66,1,0.0
321,25.01,0.0,9.99,35.0,2,3.0,1395587338.0,0,35.0,1,0.0
323,30.94,0.0,9.95,40.89,2,3.0,1395608735.0,2,40.89,1,0.0
1612,30.94,0.0,9.95,40.89,2,3.0,1409958443.0,2,40.89,1,0.0
10830,32.66,0.0,9.95,42.61,2,3.0,1451256254.0,2,42.61,1,0.0
326,119.7,9.76,9.95,129.65,0,3.0,1395689831.0,0,129.65,1,0.0
328,42.72,0.0,9.95,52.67,2,3.0,1395726902.0,2,52.67,1,0.0
330,23.93,0.0,9.95,33.88,2,3.0,1395763641.0,2,33.88,3,0.0
334,84.33,0.0,9.95,94.28,2,3.0,1395786129.0,2,94.28,1,0.0
343,76.36,0.0,9.95,86.31,2,3.0,1395855619.0,2,86.31,1,0.0
349,37.69,0.8,9.95,47.64,1,3.0,1395956506.0,0,47.64,1,0.0
1240,37.69,0.8,9.95,47.64,1,3.0,1407026135.0,0,47.64,1,0.0
4241,37.69,0.8,9.95,47.64,1,3.0,1431629745.0,0,47.64,1,0.0
8748,90.48,0.0,9.95,100.43,1,3.0,1448210952.0,0,100.43,1,0.0
8748,90.48,0.0,9.95,100.43,1,3.0,1448210952.0,0,100.43,1,0.0
352,119.7,0.0,9.95,119.7,2,3.0,1396025978.0,2,119.7,1,0.0
369,76.7,5.37,9.95,92.02,2,0.0,1461860000.0,0,134.84,1,0.0
378,104.16,0.0,0.0,104.16,0,3.0,1396440612.0,2,104.16,3,0.0
379,104.16,0.0,0.0,104.16,2,3.0,1396441288.0,2,104.16,1,0.0
380,104.16,0.0,0.0,104.16,2,3.0,1396442997.0,2,104.16,1,0.0
387,663.75,0.0,9.95,673.7,2,3.0,1396472995.0,2,673.7,1,0.0
665,1327.5,0.0,0.0,1261.12,2,3.0,1401308220.0,2,1261.12,1,0.0
4628,885.0,0.8,0.0,850.0,2,3.0,1435074332.0,2,850.0,1,0.0
388,18.81,0.0,9.95,28.76,2,3.0,1396474557.0,2,28.76,1,0.0
557,18.01,0.8,9.95,27.96,2,3.0,1399919605.0,2,27.96,1,0.0
390,88.68,0.8,9.95,98.63,2,3.0,1396486468.0,2,98.63,1,0.0
396,31.6,0.0,9.95,41.55,2,3.0,1396549648.0,2,41.55,1,0.0
399,30.45,2.13,9.95,42.53,2,3.0,1396584101.0,2,42.53,1,0.0
504,26.52,1.86,9.95,38.34,2,3.0,1399234797.0,2,38.33,1,0.0
684,30.45,2.13,9.95,42.53,2,3.0,1401630776.0,2,42.53,1,0.0
953,30.45,2.13,9.95,42.53,2,3.0,1404162682.0,2,42.53,1,0.0
1170,30.45,2.13,9.95,43.03,2,3.0,1406430123.0,2,42.53,1,0.0
400,27.58,0.0,9.95,37.53,1,3.0,1396586416.0,0,37.53,1,0.0
405,40.6,0.0,9.95,50.55,2,3.0,1396733322.0,2,50.55,1,0.0
958,24.4,0.0,9.95,33.99,2,3.0,1404249809.0,0,33.99,1,0.0
446,34.27,0.0,9.95,44.22,2,3.0,1397418674.0,2,44.22,1,0.0
448,78.22,0.0,9.95,88.17,2,3.0,1397684151.0,2,88.17,1,0.0
449,144.7,0.0,9.95,154.65,2,0.0,1461860000.0,0,134.84,1,0.0
455,37.54,0.0,9.95,47.49,2,3.0,1398357963.0,2,47.49,1,0.0
470,24.4,0.0,9.95,33.99,2,3.0,1398693222.0,0,33.99,1,0.0
476,24.4,0.0,9.95,33.99,2,3.0,1398778983.0,0,33.99,1,0.0
477,24.4,0.0,9.95,32.99,2,3.0,1398864750.0,0,32.99,1,0.0
495,88.67,0.0,7.14,86.99,0,3.0,1399038293.0,0,86.99,1,0.0
496,24.4,0.0,9.95,32.99,2,3.0,1399038483.0,0,32.99,12,0.0
506,51.34,0.8,9.95,61.29,2,3.0,1399251411.0,2,61.29,1,0.0
509,112.99,0.0,17.0,129.99,2,3.0,1399313134.0,0,129.99,1,0.0
511,88.91,0.0,0.0,88.91,0,3.0,1399320126.0,2,88.91,1,0.0
522,30.0,2.1,0.0,32.1,2,3.0,1399474759.0,0,32.1,1,0.0
547,24.4,0.0,9.95,33.99,2,3.0,1399825022.0,0,33.99,1,0.0
548,112.99,0.0,17.0,129.99,2,3.0,1399825178.0,0,129.99,1,0.0
554,110.58,0.0,19.41,129.99,2,3.0,1399900634.0,0,129.99,1,0.0
555,24.4,0.0,9.95,33.99,2,3.0,1399900818.0,0,33.99,1,0.0
556,110.58,0.0,19.41,129.99,2,3.0,1399911387.0,0,129.99,1,0.0
559,110.58,0.0,19.41,129.99,2,3.0,1399926838.0,0,129.99,1,0.0
560,51.2,0.8,9.95,61.15,2,3.0,1399929512.0,2,61.15,1,0.0
566,211.84,0.0,0.0,211.84,0,3.0,1400000906.0,2,211.84,1,0.0
569,63.99,0.0,0.5,64.49,0,3.0,1400013864.0,0,64.49,1,0.0
571,78.27,0.0,7.14,67.98,0,3.0,1400073990.0,0,67.98,1,0.0
1175,26.09,0.0,0.0,22.66,0,3.0,1406478426.0,0,22.66,1,0.0
1315,26.09,0.0,0.0,22.66,0,3.0,1407769539.0,0,22.66,1,0.0
572,2653.3,0.0,0.0,2300.0,0,3.0,1400084410.0,2,2300.0,1,0.0
1524,1513.85,0.0,0.0,1380.0,0,3.0,1409249337.0,2,1380.0,1,0.0
574,110.58,0.0,9.95,120.53,2,3.0,1400086893.0,2,120.53,12,0.0
576,30.45,0.8,9.95,38.88,2,3.0,1400096131.0,2,38.88,1,0.0
578,110.58,0.8,9.95,120.53,2,3.0,1400164748.0,2,120.53,1,0.0
579,91.6,0.0,9.95,101.55,2,3.0,1400166686.0,2,101.55,1,0.0
586,116.99,0.0,17.7,134.69,2,3.0,1400253137.0,0,134.69,1,0.0
599,110.58,0.0,19.41,129.99,2,3.0,1400428422.0,0,129.99,1,0.0
601,113.39,0.0,2.91,116.3,2,3.0,1400520474.0,0,116.3,1,0.0
610,110.58,0.0,9.95,120.53,2,3.0,1400599283.0,2,120.53,1,0.0
620,110.58,0.0,19.41,129.99,2,3.0,1400701251.0,0,129.99,1,0.0
623,12.46,0.8,9.95,22.41,2,3.0,1400727027.0,2,22.41,1,0.0
624,220.01,0.0,9.95,229.96,2,3.0,1400734057.0,2,229.96,1,0.0
624,220.01,0.0,9.95,229.96,2,3.0,1400734057.0,2,229.96,1,0.0
624,220.01,0.0,9.95,229.96,2,3.0,1400734057.0,2,229.96,1,0.0
625,56.23,0.8,9.95,66.18,2,3.0,1400735588.0,2,66.18,1,0.0
629,116.99,8.19,0.0,143.37,2,3.0,1400778934.0,0,143.37,1,0.0
634,116.99,0.0,17.0,133.99,2,3.0,1400850578.0,0,133.99,1,0.0
650,110.58,0.0,19.41,129.99,2,0.0,1461860000.0,0,134.84,1,0.0
652,110.58,0.0,19.41,129.99,2,3.0,1401054857.0,0,129.99,1,0.0
653,110.58,0.0,19.41,129.99,2,3.0,1401054973.0,0,129.99,1,0.0
654,55.89,0.0,7.14,55.89,0,3.0,1401055083.0,0,55.89,1,0.0
655,24.4,0.0,8.59,32.99,2,3.0,1401055234.0,0,32.99,1,0.0
656,20.77,0.0,9.95,30.72,2,3.0,1401123678.0,2,30.72,1,0.0
664,63.99,0.0,0.5,64.49,0,3.0,1401281372.0,0,64.49,1,0.0
669,25.01,0.8,9.95,34.96,2,3.0,1401393142.0,2,34.96,1,0.0
674,88.67,0.0,7.14,86.99,0,3.0,1401470254.0,0,86.99,12,0.0
675,74.99,0.8,9.95,84.94,1,3.0,1401474072.0,0,84.94,1,0.0
678,290.99,0.0,9.95,300.94,2,3.0,1401560417.0,2,300.94,1,0.0
685,24.4,0.0,9.95,33.99,2,3.0,1401638724.0,0,33.99,1,0.0
686,24.4,0.0,9.95,33.99,2,3.0,1401638836.0,0,33.99,1,0.0
842,24.4,0.0,9.95,33.99,2,3.0,1402927862.0,0,33.99,1,0.0
687,26.09,0.0,7.14,22.66,0,3.0,1401638956.0,0,22.66,1,0.0
688,113.39,0.0,9.95,116.3,2,3.0,1401639242.0,0,116.3,1,0.0
692,26.09,0.0,7.14,22.66,0,3.0,1401714945.0,0,22.66,1,0.0
696,116.99,0.0,9.95,133.99,2,3.0,1401723401.0,0,133.99,1,0.0
743,221.25,0.0,0.0,221.25,2,3.0,1402099576.0,2,221.25,1,0.0
761,107.72,0.0,9.95,117.67,2,3.0,1402275828.0,2,117.67,1,0.0
766,116.99,0.0,9.95,132.99,2,3.0,1402316789.0,0,132.99,1,0.0
767,116.99,0.0,9.95,132.99,2,3.0,1402316774.0,0,132.99,1,0.0
768,129.0,0.0,0.99,129.99,2,3.0,1402316900.0,0,129.99,1,0.0
769,116.99,0.0,9.95,132.99,2,3.0,1402317024.0,0,132.99,1,0.0
926,233.98,0.0,9.95,265.98,2,3.0,1403793308.0,0,265.98,1,0.0
770,116.99,0.0,9.95,132.99,2,3.0,1402317138.0,0,132.99,1,0.0
771,110.58,0.0,9.95,129.99,2,3.0,1402317281.0,0,129.99,1,0.0
809,74.25,0.0,9.95,84.2,2,3.0,1402507786.0,2,84.2,1,0.0
795,8.92,0.79,9.95,19.66,2,3.0,1402420386.0,2,19.66,1,0.0
802,31.06,0.8,9.95,41.01,2,3.0,1402452289.0,2,41.01,1,0.0
818,24.4,0.0,9.95,32.99,2,3.0,1402595512.0,0,32.99,1,0.0
819,44.85,0.0,7.14,44.85,0,3.0,1402605054.0,2,44.85,1,0.0
823,24.92,0.8,9.95,34.87,1,3.0,1402620707.0,0,34.87,1,0.0
839,14.63,0.8,9.95,24.58,2,3.0,1402897532.0,2,24.58,1,0.0
840,88.4,0.0,9.95,98.35,2,3.0,1402898324.0,2,98.35,1,0.0
843,24.4,0.0,9.95,32.99,2,3.0,1402928001.0,0,32.99,1,0.0
844,114.99,0.0,7.14,114.99,0,3.0,1402929270.0,2,114.99,1,0.0
848,51.2,0.8,9.95,58.59,1,3.0,1402937423.0,0,58.59,1,0.0
856,40.6,0.8,9.95,50.55,2,0.0,1461860000.0,0,134.84,1,0.0
859,116.99,0.0,9.95,132.99,2,3.0,1403028695.0,0,132.99,1,0.0
871,742.0,0.0,7.14,742.0,0,3.0,1403121061.0,2,742.0,1,0.0
874,41.4,3.68,9.95,55.03,2,3.0,1403201544.0,2,55.03,1,0.0
1793,41.4,3.68,9.95,55.03,2,3.0,1411571217.0,2,55.03,1,0.0
2781,42.78,3.8,9.95,56.53,2,3.0,1419004410.0,2,56.53,1,0.0
3992,42.78,3.74,9.95,56.55,2,3.0,1428931597.0,2,56.53,1,0.0
879,116.99,0.0,9.95,132.99,2,3.0,1403281175.0,0,132.99,1,0.0
880,31.9,0.8,9.95,41.85,2,3.0,1403285011.0,2,41.85,1,0.0
903,77.99,0.0,0.0,77.99,0,3.0,1403541867.0,2,77.99,1,0.0
927,41.3,0.0,7.14,35.0,0,3.0,1403794757.0,0,35.0,1,0.0
930,129.0,0.0,9.95,125.0,2,3.0,1403798205.0,0,125.0,1,0.0
932,63.99,0.0,7.14,64.49,0,3.0,1403817643.0,0,64.49,1,0.0
937,335.74,23.5,0.0,359.24,2,3.0,1403989716.0,2,359.24,1,0.0
937,335.74,23.5,0.0,359.24,2,3.0,1403989716.0,2,359.24,1,0.0
937,335.74,23.5,0.0,359.24,2,3.0,1403989716.0,2,359.24,1,0.0
941,154.58,0.0,0.0,154.58,2,3.0,1404022758.0,2,154.58,1,0.0
941,154.58,0.0,0.0,154.58,2,3.0,1404022758.0,2,154.58,1,0.0
941,154.58,0.0,0.0,154.58,2,3.0,1404022758.0,2,154.58,1,0.0
941,154.58,0.0,0.0,154.58,2,3.0,1404022758.0,2,154.58,1,0.0
941,154.58,0.0,0.0,154.58,2,3.0,1404022758.0,2,154.58,1,0.0
941,154.58,0.0,0.0,154.58,2,3.0,1404022758.0,2,154.58,1,0.0
1811,53.39,0.8,9.95,60.67,1,3.0,1412023556.0,0,60.67,1,0.0
1811,53.39,0.8,9.95,60.67,1,3.0,1412023556.0,0,60.67,1,0.0
3044,98.7,0.0,9.95,108.65,2,3.0,1420530548.0,2,108.65,1,0.0
942,24.92,0.8,9.95,34.87,2,3.0,1404055280.0,2,34.87,1,0.0
947,37.38,0.8,9.95,47.33,1,3.0,1404108463.0,0,47.33,1,0.0
948,116.99,0.0,9.95,132.99,2,3.0,1404138271.0,0,132.99,1,0.0
994,40.26,0.0,9.95,50.21,2,3.0,1404753783.0,2,50.21,1,0.0
965,1548.06,0.0,0.0,1647.06,0,3.0,1404309166.0,2,1548.06,1,0.0
965,1548.06,0.0,0.0,1647.06,0,3.0,1404309166.0,2,1548.06,1,0.0
973,57.2,0.0,9.95,67.15,2,3.0,1404364295.0,2,67.15,1,0.0
976,158.0,0.0,9.95,158.0,2,3.0,1404413306.0,2,158.0,1,0.0
982,24.4,0.0,9.95,32.99,2,3.0,1404477750.0,0,32.99,1,0.0
1007,25.13,0.0,0.0,25.13,0,3.0,1404829681.0,2,25.13,1,0.0
1009,171.25,14.92,9.95,192.94,2,3.0,1404830441.0,0,192.94,1,0.0
1010,51.2,0.0,9.95,65.13,2,3.0,1404830565.0,0,65.13,1,0.0
1013,39.9,0.0,9.95,49.85,2,3.0,1404847919.0,2,49.85,1,0.0
1019,24.4,0.0,9.95,33.99,2,3.0,1404916828.0,0,33.99,1,0.0
1093,106.18,0.0,9.95,116.13,2,3.0,1405634633.0,2,116.13,1,0.0
1027,70.15,0.0,9.95,80.1,2,3.0,1404999010.0,2,80.1,1,0.0
1027,70.15,0.0,9.95,80.1,2,3.0,1404999010.0,2,80.1,1,0.0
1028,24.4,0.0,9.95,32.99,2,3.0,1405001216.0,0,32.99,1,0.0
1037,129.0,0.0,9.95,129.99,2,3.0,1405083831.0,0,129.99,1,0.0
1039,168.0,0.8,9.95,177.95,1,3.0,1405090810.0,0,177.95,1,0.0
1062,63.99,0.0,0.0,64.49,0,3.0,1405346577.0,0,64.49,1,0.0
1108,13.62,0.95,9.95,24.52,1,3.0,1405801200.0,0,24.52,1,0.0
1120,12.79,0.0,9.95,22.74,2,3.0,1405953661.0,2,22.74,1,0.0
1121,171.25,0.8,9.95,177.33,2,3.0,1405957975.0,0,177.33,1,0.0
1124,54.58,0.0,9.95,64.53,2,3.0,1405965975.0,2,64.53,1,0.0
1126,105.85,0.8,9.95,115.8,2,3.0,1405976397.0,2,115.8,1,0.0
4542,105.85,0.8,9.95,115.8,2,3.0,1434295333.0,2,115.8,1,0.0
1716,105.85,0.0,9.95,115.8,2,3.0,1410917035.0,2,115.8,1,0.0
2833,105.85,0.8,9.95,115.8,2,3.0,1419217229.0,2,115.8,1,0.0
3470,105.85,0.8,9.95,115.8,2,3.0,1423353487.0,2,115.8,1,0.0
5301,105.85,0.0,0.0,105.85,2,3.0,1438529258.0,2,105.85,1,0.0
6787,115.93,0.0,0.0,104.34,2,3.0,1443390599.0,2,104.34,1,0.0
9420,115.93,0.0,9.95,125.88,2,3.0,1449425277.0,2,125.88,1,0.0
15825,115.93,0.0,0.0,115.93,2,3.0,1461088383.0,2,115.93,1,0.0
1132,34.99,0.0,0.0,29.89,0,3.0,1406048891.0,0,29.89,1,0.0
1136,12.1,0.0,9.95,22.05,2,3.0,1406057595.0,2,22.05,1,0.0
1137,55.89,0.0,0.0,55.89,0,3.0,1406062146.0,0,55.89,1,0.0
1140,39.89,0.0,9.95,49.84,2,3.0,1406073754.0,2,49.84,1,0.0
1155,34.99,0.8,9.95,44.94,1,3.0,1406216674.0,0,44.94,1,0.0
1605,34.99,0.8,9.95,44.94,1,3.0,1409943583.0,0,44.94,1,0.0
3366,34.99,0.8,9.95,44.94,1,3.0,1422632433.0,0,44.94,1,0.0
5040,34.99,0.0,9.95,44.94,1,3.0,1437070319.0,0,44.94,1,0.0
1146,158.0,0.8,9.95,167.95,2,3.0,1406141682.0,2,167.95,1,0.0
1149,63.99,0.0,0.0,64.49,0,3.0,1406207063.0,0,64.49,1,0.0
1153,116.99,0.8,9.95,132.99,2,3.0,1406215778.0,0,132.99,1,0.0
1154,17.75,0.0,0.0,17.75,0,3.0,1406216605.0,2,17.75,1,0.0
1156,50.78,0.0,9.95,60.73,2,3.0,1406232964.0,2,60.73,1,0.0
3570,50.78,0.0,9.95,60.73,2,3.0,1424197831.0,2,60.73,1,0.0
1162,24.4,1.66,9.95,35.3,2,3.0,1406297274.0,0,35.3,1,0.0
1168,26.97,0.8,9.95,36.92,1,3.0,1406402868.0,0,36.92,1,0.0
1173,129.0,0.0,0.0,124.0,2,3.0,1406477942.0,0,124.0,1,0.0
1174,233.98,0.0,9.95,265.98,2,3.0,1406478128.0,0,265.95,1,0.0
1180,116.99,0.8,9.95,132.99,2,3.0,1406556808.0,0,132.99,1,0.0
1185,31.06,0.8,9.95,41.01,2,3.0,1406569663.0,2,41.01,1,0.0
1188,129.0,0.8,9.95,129.99,2,3.0,1406581818.0,0,129.99,1,0.0
1252,129.0,0.8,9.95,129.99,2,3.0,1407163565.0,0,129.99,1,0.0
1203,178.95,0.0,0.0,178.95,0,3.0,1406682731.0,2,178.95,3,0.0
1199,38.9,3.45,9.95,52.3,2,3.0,1406665751.0,2,52.3,1,0.0
1204,34.03,0.0,9.95,41.81,2,3.0,1406729692.0,2,41.81,1,0.0
1207,26.09,0.0,0.0,22.66,0,3.0,1406745266.0,0,22.66,1,0.0
1223,63.99,0.0,0.0,64.49,0,3.0,1406906789.0,0,64.49,1,0.0
1225,57.19,0.0,0.0,56.12,0,3.0,1406910449.0,0,56.12,1,0.0
1226,71.09,0.0,9.95,81.04,2,3.0,1406917626.0,2,81.04,1,0.0
1230,114.99,0.0,0.0,114.99,0,3.0,1406950526.0,2,114.99,1,0.0
1233,68.99,0.0,9.95,78.94,2,3.0,1407008821.0,2,78.94,1,0.0
1271,13.46,0.8,9.95,23.41,2,3.0,1407323432.0,2,23.41,1,0.0
1272,24.4,0.8,9.95,32.99,2,3.0,1407334050.0,0,32.99,1,0.0
1280,9.76,0.0,9.95,19.71,2,3.0,1407372395.0,2,19.71,1,0.0
1314,164.48,0.0,0.0,156.0,0,3.0,1407769460.0,0,156.0,1,0.0
1318,132.58,0.0,9.95,142.53,1,3.0,1407771805.0,2,142.53,1,0.0
1318,132.58,0.0,9.95,142.53,1,3.0,1407771805.0,2,142.53,1,0.0
1412,7.28,0.8,9.95,17.23,2,3.0,1408475308.0,2,17.23,1,0.0
1348,4.88,0.43,9.95,15.26,2,3.0,1408017633.0,2,15.26,1,0.0
1351,129.0,0.8,9.95,129.99,2,3.0,1408050807.0,0,129.99,1,0.0
1354,12.44,0.0,9.95,22.39,1,3.0,1408076090.0,0,22.39,1,0.0
1366,33.21,0.0,9.95,43.16,2,3.0,1408146659.0,2,43.16,1,0.0
1383,31.06,0.8,9.95,41.01,1,3.0,1408301001.0,0,41.01,1,0.0
1397,36.39,0.0,0.0,36.39,0,3.0,1408373340.0,2,36.39,1,0.0
1399,174.9,0.0,9.95,184.85,2,3.0,1408378061.0,2,184.85,1,0.0
3315,174.9,0.0,9.95,184.85,1,3.0,1422374863.0,2,184.85,1,0.0
1402,263.44,0.8,9.95,253.39,2,3.0,1408381374.0,2,253.39,1,0.0
1418,56.36,5.0,0.0,61.37,0,3.0,1408549419.0,2,61.36,1,0.0
1421,116.99,0.0,9.95,126.94,2,3.0,1408554010.0,2,50.0,1,0.0
1427,195.89,0.0,0.0,195.89,0,3.0,1408571651.0,2,195.89,1,0.0
1436,736.25,0.0,0.0,695.99,0,3.0,1408650851.0,0,695.99,1,0.0
1461,164.48,13.84,0.0,169.73,0,3.0,1408892888.0,0,169.73,1,0.0
1462,58.43,0.8,9.95,68.38,2,3.0,1408892983.0,0,68.38,1,0.0
1463,58.43,0.8,9.95,68.38,2,3.0,1408893037.0,0,68.38,1,0.0
1818,55.5,0.8,9.95,68.38,2,3.0,1412086446.0,0,68.38,1,0.0
3865,55.5,0.8,9.95,66.38,2,3.0,1427124817.0,0,66.38,1,0.0
1464,26.09,0.0,0.0,22.66,0,3.0,1408893152.0,0,22.66,1,0.0
1468,153.54,0.0,9.95,174.24,2,3.0,1408911345.0,2,174.24,1,0.0
1468,153.54,0.0,9.95,174.24,2,3.0,1408911345.0,2,174.24,1,0.0
2390,160.08,0.8,9.95,155.03,2,3.0,1417448758.0,2,155.03,1,0.0
1474,19.13,0.0,9.95,29.08,2,3.0,1408975083.0,2,29.08,1,0.0
1477,101.7,0.0,9.95,111.65,2,3.0,1408991093.0,2,111.65,1,0.0
